Base Prizm,1,Josh Allen,Buffalo Bills,
Base Prizm,2,Devin Singletary,Buffalo Bills,
Base Prizm,3,Stefon Diggs,Buffalo Bills,
Base Prizm,4,John Brown,Buffalo Bills,
Base Prizm,5,Cole Beasley,Buffalo Bills,
Base Prizm,6,Tremaine Edmunds,Buffalo Bills,
Base Prizm,7,Tre'Davious White,Buffalo Bills,
Base Prizm,8,Josh Norman,Buffalo Bills,
Base Prizm,9,Bruce Smith,Buffalo Bills,
Base Prizm,10,DeVante Parker,Miami Dolphins,
Base Prizm,11,Preston Williams,Miami Dolphins,
Base Prizm,12,Ryan Fitzpatrick,Miami Dolphins,
Base Prizm,13,Mike Gesicki,Miami Dolphins,
Base Prizm,14,Kalen Ballage,Miami Dolphins,
Base Prizm,15,Xavien Howard,Miami Dolphins,
Base Prizm,16,Kyle Van Noy,Miami Dolphins,
Base Prizm,17,Ricky Williams,Miami Dolphins,
Base Prizm,18,Dan Marino,Miami Dolphins,
Base Prizm,19,Cam Newton,New England Patriots,
Base Prizm,20,Sony Michel,New England Patriots,
Base Prizm,21,James White,New England Patriots,
Base Prizm,22,Julian Edelman,New England Patriots,
Base Prizm,23,N'Keal Harry,New England Patriots,
Base Prizm,24,Stephon Gilmore,New England Patriots,
Base Prizm,25,Devin McCourty,New England Patriots,
Base Prizm,26,Tedy Bruschi,New England Patriots,
Base Prizm,27,Willie McGinest,New England Patriots,
Base Prizm,28,Sam Darnold,New York Jets,
Base Prizm,29,Jamison Crowder,New York Jets,
Base Prizm,30,Le'Veon Bell,New York Jets,
Base Prizm,31,Jamal Adams,Seattle Seahawks,
Base Prizm,32,Quinnen Williams,New York Jets,
Base Prizm,33,Jordan Jenkins,New York Jets,
Base Prizm,34,C.J. Mosley,New York Jets,
Base Prizm,35,Curtis Martin,New York Jets,
Base Prizm,36,Joe Namath,New York Jets,
Base Prizm,37,Lamar Jackson,Baltimore Ravens,
Base Prizm,38,Marquise Brown,Baltimore Ravens,
Base Prizm,39,Mark Ingram II,Baltimore Ravens,
Base Prizm,40,Miles Boykin,Baltimore Ravens,
Base Prizm,41,Mark Andrews,Baltimore Ravens,
Base Prizm,42,Earl Thomas III,Baltimore Ravens,
Base Prizm,43,Marlon Humphrey,Baltimore Ravens,
Base Prizm,44,Justin Tucker,Baltimore Ravens,
Base Prizm,45,Jonathan Ogden,Baltimore Ravens,
Base Prizm,46,Ed Reed,Baltimore Ravens,
Base Prizm,47,A.J. Green,Cincinnati Bengals,
Base Prizm,48,Tyler Boyd,Cincinnati Bengals,
Base Prizm,49,Joe Mixon,Cincinnati Bengals,
Base Prizm,50,C.J. Uzomah,Cincinnati Bengals,
Base Prizm,51,Geno Atkins,Cincinnati Bengals,
Base Prizm,52,Sam Hubbard,Cincinnati Bengals,
Base Prizm,53,Carlos Dunlap,Cincinnati Bengals,
Base Prizm,54,Chad Johnson,Cincinnati Bengals,
Base Prizm,55,Ken Anderson,Cincinnati Bengals,
Base Prizm,56,Baker Mayfield,Cleveland Browns,
Base Prizm,57,Odell Beckham Jr.,Cleveland Browns,
Base Prizm,58,Jarvis Landry,Cleveland Browns,
Base Prizm,59,Nick Chubb,Cleveland Browns,
Base Prizm,60,Austin Hooper,Cleveland Browns,
Base Prizm,61,David Njoku,Cleveland Browns,
Base Prizm,62,Myles Garrett,Cleveland Browns,
Base Prizm,63,Denzel Ward,Cleveland Browns,
Base Prizm,64,Joe Thomas,Cleveland Browns,
Base Prizm,65,Ben Roethlisberger,Pittsburgh Steelers,
Base Prizm,66,JuJu Smith-Schuster,Pittsburgh Steelers,
Base Prizm,67,James Conner,Pittsburgh Steelers,
Base Prizm,68,Diontae Johnson,Pittsburgh Steelers,
Base Prizm,69,Minkah Fitzpatrick,Pittsburgh Steelers,
Base Prizm,70,Devin Bush II,Pittsburgh Steelers,
Base Prizm,71,T.J. Watt,Pittsburgh Steelers,
Base Prizm,72,Cameron Heyward,Pittsburgh Steelers,
Base Prizm,73,Troy Polamalu,Pittsburgh Steelers,
Base Prizm,74,Deshaun Watson,Houston Texans,
Base Prizm,75,David Johnson,Houston Texans,
Base Prizm,76,Brandin Cooks,Houston Texans,
Base Prizm,77,Will Fuller V,Houston Texans,
Base Prizm,78,Darren Fells,Houston Texans,
Base Prizm,79,Kenny Stills,Houston Texans,
Base Prizm,80,J.J. Watt,Houston Texans,
Base Prizm,81,Laremy Tunsil,Houston Texans,
Base Prizm,82,Andre Johnson,Houston Texans,
Base Prizm,83,T.Y. Hilton,Indianapolis Colts,
Base Prizm,84,Parris Campbell,Indianapolis Colts,
Base Prizm,85,Philip Rivers,Indianapolis Colts,
Base Prizm,86,Marlon Mack,Indianapolis Colts,
Base Prizm,87,Jack Doyle,Indianapolis Colts,
Base Prizm,88,Quenton Nelson,Indianapolis Colts,
Base Prizm,89,Darius Leonard,Indianapolis Colts,
Base Prizm,90,Kenny Moore,Indianapolis Colts,
Base Prizm,91,Peyton Manning,Indianapolis Colts,
Base Prizm,92,Gardner Minshew II,Jacksonville Jaguars,
Base Prizm,93,Leonard Fournette,Jacksonville Jaguars,
Base Prizm,94,Dede Westbrook,Jacksonville Jaguars,
Base Prizm,95,DJ Chark Jr.,Jacksonville Jaguars,
Base Prizm,96,Keelan Cole,Jacksonville Jaguars,
Base Prizm,97,Josh Allen,Jacksonville Jaguars,
Base Prizm,98,Myles Jack,Jacksonville Jaguars,
Base Prizm,99,Yannick Ngakoue,Jacksonville Jaguars,
Base Prizm,100,Mark Brunell,Jacksonville Jaguars,
Base Prizm,101,A.J. Brown,Tennessee Titans,
Base Prizm,102,Ryan Tannehill,Tennessee Titans,
Base Prizm,103,Derrick Henry,Tennessee Titans,
Base Prizm,104,Jonnu Smith,Tennessee Titans,
Base Prizm,105,Kevin Byard,Tennessee Titans,
Base Prizm,106,Malcolm Butler,Tennessee Titans,
Base Prizm,107,Rashaan Evans,Tennessee Titans,
Base Prizm,108,Harold Landry,Tennessee Titans,
Base Prizm,109,Jevon Kearse,Tennessee Titans,
Base Prizm,110,Warren Moon,Houston Oilers,
Base Prizm,111,Courtland Sutton,Denver Broncos,
Base Prizm,112,Noah Fant,Denver Broncos,
Base Prizm,113,Drew Lock,Denver Broncos,
Base Prizm,114,Phillip Lindsay,Denver Broncos,
Base Prizm,115,Melvin Gordon III,Denver Broncos,
Base Prizm,116,Bradley Chubb,Denver Broncos,
Base Prizm,117,Von Miller,Denver Broncos,
Base Prizm,118,Justin Simmons,Denver Broncos,
Base Prizm,119,Champ Bailey,Denver Broncos,
Base Prizm,120,Tyreek Hill,Kansas City Chiefs,
Base Prizm,121,Sammy Watkins,Kansas City Chiefs,
Base Prizm,122,Travis Kelce,Kansas City Chiefs,
Base Prizm,123,Mecole Hardman Jr.,Kansas City Chiefs,
Base Prizm,124,Patrick Mahomes II,Kansas City Chiefs,
Base Prizm,125,Chris Jones,Kansas City Chiefs,
Base Prizm,126,Frank Clark,Kansas City Chiefs,
Base Prizm,127,Tyrann Mathieu,Kansas City Chiefs,
Base Prizm,128,Damien Williams,Kansas City Chiefs,
Base Prizm,129,Laurent Duvernay-Tardif,Kansas City Chiefs,
Base Prizm,130,Josh Jacobs,Las Vegas Raiders,
Base Prizm,131,Darren Waller,Las Vegas Raiders,
Base Prizm,132,Derek Carr,Las Vegas Raiders,
Base Prizm,133,Tyrell Williams,Las Vegas Raiders,
Base Prizm,134,Hunter Renfrow,Las Vegas Raiders,
Base Prizm,135,Clelin Ferrell,Las Vegas Raiders,
Base Prizm,136,Maxx Crosby,Las Vegas Raiders,
Base Prizm,137,Keelan Doss,Las Vegas Raiders,
Base Prizm,138,Charles Woodson,Oakland Raiders,
Base Prizm,139,Keenan Allen,Los Angeles Chargers,
Base Prizm,140,Mike Williams,Los Angeles Chargers,
Base Prizm,141,Hunter Henry,Los Angeles Chargers,
Base Prizm,142,Austin Ekeler,Los Angeles Chargers,
Base Prizm,143,Joey Bosa,Los Angeles Chargers,
Base Prizm,144,Derwin James Jr.,Los Angeles Chargers,
Base Prizm,145,Tyrod Taylor,Los Angeles Chargers,
Base Prizm,146,Melvin Ingram III,Los Angeles Chargers,
Base Prizm,147,Antonio Gates,Los Angeles Chargers,
Base Prizm,148,Michael Gallup,Dallas Cowboys,
Base Prizm,149,Amari Cooper,Dallas Cowboys,
Base Prizm,150,Dak Prescott,Dallas Cowboys,
Base Prizm,151,Ezekiel Elliott,Dallas Cowboys,
Base Prizm,152,Blake Jarwin,Dallas Cowboys,
Base Prizm,153,DeMarcus Lawrence,Dallas Cowboys,
Base Prizm,154,Leighton Vander Esch,Dallas Cowboys,
Base Prizm,155,Jaylon Smith,Dallas Cowboys,
Base Prizm,156,Sean Lee,Dallas Cowboys,
Base Prizm,157,Emmitt Smith,Dallas Cowboys,
Base Prizm,158,Daniel Jones,New York Giants,
Base Prizm,159,Evan Engram,New York Giants,
Base Prizm,160,Saquon Barkley,New York Giants,
Base Prizm,161,Sterling Shepard,New York Giants,
Base Prizm,162,Golden Tate III,New York Giants,
Base Prizm,163,Darius Slayton,New York Giants,
Base Prizm,164,Dexter Lawrence,New York Giants,
Base Prizm,165,Dalvin Tomlinson,New York Giants,
Base Prizm,166,Michael Strahan,New York Giants,
Base Prizm,167,Alshon Jeffery,Philadelphia Eagles,
Base Prizm,168,DeSean Jackson,Philadelphia Eagles,
Base Prizm,169,Carson Wentz,Philadelphia Eagles,
Base Prizm,170,Zach Ertz,Philadelphia Eagles,
Base Prizm,171,Dallas Goedert,Philadelphia Eagles,
Base Prizm,172,Miles Sanders,Philadelphia Eagles,
Base Prizm,173,Lane Johnson,Philadelphia Eagles,
Base Prizm,174,Fletcher Cox,Philadelphia Eagles,
Base Prizm,175,Brandon Graham,Philadelphia Eagles,
Base Prizm,176,Brian Dawkins,Philadelphia Eagles,
Base Prizm,177,Dwayne Haskins,Washington Football Team,
Base Prizm,178,Terry McLaurin,Washington Football Team,
Base Prizm,179,Adrian Peterson,Washington Football Team,
Base Prizm,180,Bryce Love,Washington Football Team,
Base Prizm,181,Montez Sweat,Washington Football Team,
Base Prizm,182,Ryan Kerrigan,Washington Football Team,
Base Prizm,183,Jonathan Allen,Washington Football Team,
Base Prizm,184,Landon Collins,Washington Football Team,
Base Prizm,185,Joe Theismann,Washington Redskins,
Base Prizm,186,Allen Robinson II,Chicago Bears,
Base Prizm,187,Mitchell Trubisky,Chicago Bears,
Base Prizm,188,David Montgomery,Chicago Bears,
Base Prizm,189,Anthony Miller,Chicago Bears,
Base Prizm,190,Akiem Hicks,Chicago Bears,
Base Prizm,191,Khalil Mack,Chicago Bears,
Base Prizm,192,Roquan Smith,Chicago Bears,
Base Prizm,193,Kyle Fuller,Chicago Bears,
Base Prizm,194,Eddie Jackson,Chicago Bears,
Base Prizm,195,Jim McMahon,Chicago Bears,
Base Prizm,196,Kenny Golladay,Detroit Lions,
Base Prizm,197,Marvin Jones Jr.,Detroit Lions,
Base Prizm,198,Danny Amendola,Detroit Lions,
Base Prizm,199,Matthew Stafford,Detroit Lions,
Base Prizm,200,Kerryon Johnson,Detroit Lions,
Base Prizm,201,T.J. Hockenson,Detroit Lions,
Base Prizm,202,Trey Flowers,Detroit Lions,
Base Prizm,203,Jahlani Tavai,Detroit Lions,
Base Prizm,204,Barry Sanders,Detroit Lions,
Base Prizm,205,Davante Adams,Green Bay Packers,
Base Prizm,206,Aaron Rodgers,Green Bay Packers,
Base Prizm,207,Aaron Jones,Green Bay Packers,
Base Prizm,208,Allen Lazard,Green Bay Packers,
Base Prizm,209,Darnell Savage Jr.,Green Bay Packers,
Base Prizm,210,Za'Darius Smith,Green Bay Packers,
Base Prizm,211,Preston Smith,Green Bay Packers,
Base Prizm,212,Adrian Amos,Green Bay Packers,
Base Prizm,213,Kenny Clark,Green Bay Packers,
Base Prizm,214,Donald Driver,Green Bay Packers,
Base Prizm,215,Kirk Cousins,Minnesota Vikings,
Base Prizm,216,Adam Thielen,Minnesota Vikings,
Base Prizm,217,Kyle Rudolph,Minnesota Vikings,
Base Prizm,218,Dalvin Cook,Minnesota Vikings,
Base Prizm,219,Anthony Harris,Minnesota Vikings,
Base Prizm,220,Danielle Hunter,Minnesota Vikings,
Base Prizm,221,Anthony Barr,Minnesota Vikings,
Base Prizm,222,Harrison Smith,Minnesota Vikings,
Base Prizm,223,Eric Kendricks,Minnesota Vikings,
Base Prizm,224,Daunte Culpepper,Minnesota Vikings,
Base Prizm,225,Julio Jones,Atlanta Falcons,
Base Prizm,226,Calvin Ridley,Atlanta Falcons,
Base Prizm,227,Matt Ryan,Atlanta Falcons,
Base Prizm,228,Todd Gurley II,Atlanta Falcons,
Base Prizm,229,Dante Fowler Jr.,Atlanta Falcons,
Base Prizm,230,Deion Jones,Atlanta Falcons,
Base Prizm,231,Grady Jarrett,Atlanta Falcons,
Base Prizm,232,Keith Brooking,Atlanta Falcons,
Base Prizm,233,Michael Vick,Atlanta Falcons,
Base Prizm,234,DJ Moore,Carolina Panthers,
Base Prizm,235,Curtis Samuel,Carolina Panthers,
Base Prizm,236,Teddy Bridgewater,Carolina Panthers,
Base Prizm,237,Christian McCaffrey,Carolina Panthers,
Base Prizm,238,Ian Thomas,Carolina Panthers,
Base Prizm,239,Kawann Short,Carolina Panthers,
Base Prizm,240,Brian Burns,Carolina Panthers,
Base Prizm,241,Tre Boston,Carolina Panthers,
Base Prizm,242,Shaq Thompson,Carolina Panthers,
Base Prizm,243,Drew Brees,New Orleans Saints,
Base Prizm,244,Michael Thomas,New Orleans Saints,
Base Prizm,245,Taysom Hill,New Orleans Saints,
Base Prizm,246,Alvin Kamara,New Orleans Saints,
Base Prizm,247,Jared Cook,New Orleans Saints,
Base Prizm,248,Tre'Quan Smith,New Orleans Saints,
Base Prizm,249,Demario Davis,New Orleans Saints,
Base Prizm,250,Cameron Jordan,New Orleans Saints,
Base Prizm,251,Marshon Lattimore,New Orleans Saints,
Base Prizm,252,Rickey Jackson,New Orleans Saints,
Base Prizm,253,Chris Godwin,Tampa Bay Buccaneers,
Base Prizm,254,Mike Evans,Tampa Bay Buccaneers,
Base Prizm,255,Tom Brady,Tampa Bay Buccaneers,
Base Prizm,256,Rob Gronkowski,Tampa Bay Buccaneers,
Base Prizm,257,Ronald Jones II,Tampa Bay Buccaneers,
Base Prizm,258,O.J. Howard,Tampa Bay Buccaneers,
Base Prizm,259,Devin White,Tampa Bay Buccaneers,
Base Prizm,260,Shaquil Barrett,Tampa Bay Buccaneers,
Base Prizm,261,Jason Pierre-Paul,Tampa Bay Buccaneers,
Base Prizm,262,Ronde Barber,Tampa Bay Buccaneers,
Base Prizm,263,Larry Fitzgerald,Arizona Cardinals,
Base Prizm,264,Christian Kirk,Arizona Cardinals,
Base Prizm,265,DeAndre Hopkins,Arizona Cardinals,
Base Prizm,266,Kyler Murray,Arizona Cardinals,
Base Prizm,267,Kenyan Drake,Arizona Cardinals,
Base Prizm,268,Byron Murphy,Arizona Cardinals,
Base Prizm,269,Chandler Jones,Arizona Cardinals,
Base Prizm,270,Patrick Peterson,Arizona Cardinals,
Base Prizm,271,Aeneas Williams,Arizona Cardinals,
Base Prizm,272,Cooper Kupp,Los Angeles Rams,
Base Prizm,273,Robert Woods,Los Angeles Rams,
Base Prizm,274,Tyler Higbee,Los Angeles Rams,
Base Prizm,275,Jared Goff,Los Angeles Rams,
Base Prizm,276,Josh Reynolds,Los Angeles Rams,
Base Prizm,277,Aaron Donald,Los Angeles Rams,
Base Prizm,278,Jalen Ramsey,Los Angeles Rams,
Base Prizm,279,Greg Zuerlein,Dallas Cowboys,
Base Prizm,280,Isaac Bruce,Los Angeles Rams,
Base Prizm,281,George Kittle,San Francisco 49ers,
Base Prizm,282,Jimmy Garoppolo,San Francisco 49ers,
Base Prizm,283,Deebo Samuel,San Francisco 49ers,
Base Prizm,284,Raheem Mostert,San Francisco 49ers,
Base Prizm,285,Nick Bosa,San Francisco 49ers,
Base Prizm,286,Fred Warner,San Francisco 49ers,
Base Prizm,287,Richard Sherman,San Francisco 49ers,
Base Prizm,288,Arik Armstead,San Francisco 49ers,
Base Prizm,289,Kyle Juszczyk,San Francisco 49ers,
Base Prizm,290,Joe Montana,San Francisco 49ers,
Base Prizm,291,Jerry Rice,San Francisco 49ers,
Base Prizm,292,DK Metcalf,Seattle Seahawks,
Base Prizm,293,Tyler Lockett,Seattle Seahawks,
Base Prizm,294,Russell Wilson,Seattle Seahawks,
Base Prizm,295,Chris Carson,Seattle Seahawks,
Base Prizm,296,Bobby Wagner,Seattle Seahawks,
Base Prizm,297,K.J. Wright,Seattle Seahawks,
Base Prizm,298,Shaquill Griffin,Seattle Seahawks,
Base Prizm,299,Brian Bosworth,Seattle Seahawks,
Base Prizm,300,Shaun Alexander,Seattle Seahawks,
